sentence	label
NSAIDS use may lead to increased risk of renal impairment and loss of antihypertensive effect (7).	0
"In the case of required volume less than 0.1 mL, a separate device is recommended for adequate measurement."	0
The effect on the Cmax and AUC for d-nebivolol was also small (< 20%).	0
"In a single dose study in four hypercholesterolemic patients, it was estimated that less than 5% of an oral dose of lovastatin reaches the general circulation as active inhibitors."	0
Monitor INR frequently until stable upon initiation or alteration of CRESTOR therapy.	0
"Patients, their families, and their caregivers should be encouraged to be alert to the emergence of anxiety, agitation, panic attacks, insomnia, irritability, hostility, aggressiveness, impulsivity, akathisia (psychomotor restlessness), hypomania, mania, other unusual changes in behavior, worsening of depression, and suicidal ideation, especially early during antidepressant treatment and when the dose is adjusted up or down."	0
Rifampin is not recommended for intermittent therapy; the patient should be cautioned against intentional or accidental interruption of the daily dosage regimen since rare renal hypersensitivity reactions have been reported when therapy was resumed in such cases.	0
The combination of nevirapine administered with LEXIVA/ritonavir once-daily regimen has not been studied.	0
In some cases diabetic ketoacidosis has occurred.	0
Appropriate laboratory testing should be performed prior to initiating NORVIR therapy and at periodic intervals or if any clinical signs or symptoms occur during therapy.	0
"Renal Insufficiency Plasma clearance of tirofiban is decreased about 40% in subjects with creatinine clearance <60 mL/min and >50% in patients with creatinine clearance <30 mL/min, including patients requiring hemodialysis."	0
The effect on blood pressure is directly related to the initial degree of elevation above normal.	0
"PRINIVIL can cause symptomatic hypotension, sometimes complicated by oliguria, progressive azotemia, acute renal failure or death."	0
Doses above 120 mg daily are rarely necessary.	0
"In patients with moderate to severe renal dysfunction (creatinine clearance <50 mL/min), accumulation of the intravenous vehicle, SBECD, occurs."	0
"When TRISENOX is used in combination with tretinoin, prednisone prophylaxis is advised."	0
Each extended-release capsule contains 105 mg phendimetrazine tartrate in a Brown/Clear capsule imprinted E 5254.	0
"In patients with more severe renal impairment, loop diuretics are preferred to thiazides, so AVALIDE is not recommended."	0
Clinically significant adverse reactions from greater exposures of LEXIVA/ritonavir.	0
"Pre-existing glaucoma is almost always open-angle glaucoma because angle closure glaucoma, when diagnosed, can be treated definitively with iridectomy."	0
"Other HIV Protease Inhibitors(CYP3A4 Inhibition) In Vivo Studies Showed No Significant Effects on Indinavir Exposure No dosage adjustment for indinavir when coadministered with VFEND In Vitro Studies Demonstrated Potential for Voriconazole to Inhibit Metabolism(Increased Plasma Exposure) Frequent monitoring for adverse events and toxicity related to other HIV protease inhibitors Other NNRTIsNon-Nucleoside Reverse Transcriptase Inhibitors (CYP3A4 Inhibition) A Voriconazole-Efavirenz Drug Interaction Study Demonstrated the Potential for Voriconazole to Inhibit Metabolism of Other NNRTIs(Increased Plasma Exposure) Frequent monitoring for adverse events and toxicity related to NNRTI Benzodiazepines(CYP3A4 Inhibition) In Vitro Studies Demonstrated Potential for Voriconazole to Inhibit Metabolism(Increased Plasma Exposure) Frequent monitoring for adverse events and toxicity (i.e., prolonged sedation) related to benzodiazepines metabolized by CYP3A4 (e.g., midazolam, triazolam, alprazolam)."	1
Sleep latency with Zaleplon 10 mg and 20 mg was on the order of 10-20 minutes (15%-30%) less than with placebo in these studies.	0
ALDACTONE may also be given with diuretics that act more proximally in the renal tubule or with other antihypertensive agents .	0
"NOTE: As with many other drugs, certain advice to patients being treated with quinapril is warranted."	0
Opioids are sought by drug abusers and people with addiction disorders and are subject to criminal diversion.	0
Patients taking concomitant mammalian target of rapamycin (mTOR) inhibitor (e.g. temsirolimus) therapy or a neprilysin inhibitor may be at increased risk for angioedema.	0
The latter decrease may result in a small increase of serum potassium.	0
The effects of propranolol on paroxetine have not been evaluated.	0
"In vitro findings suggest that CYP2B6 is the principal isoenzyme involved in the formation of hydroxybupropion, while cytochrome P450 enzymes are not involved in the formation of threohydrobupropion."	0
Atomoxetine is primarily metabolized by the CYP2D6pathway to 4-hydroxyatomoxetine.	0
Number of Subjects Dosing of Coadministered Drug or Grapefruit Juice Dosing of Lovastatin AUC Ratio (with / without coadministered drug)No Effect = 1.00 Total Lovastatin acidLactone converted to acid by hydrolysis prior to analysis.	0
"If it is almost time for the next dose, skip the missed dose and take the next dose at the regular scheduled time."	0
"If no chemotherapy is given on Days 2 and 3, administer EMEND for oral suspension in the morning."	0
"In patients undergoing major surgery or during anesthesia with agents that produce hypotension , enalapril may block angiotensin II formation secondary to compensatory renin release ."	0
"Two long-term (maximum dosing duration of 18 or 24months) rat studies and one long-term (maximum dosing duration of 18 months) mouse study, each employing dose levels as high as 300 mg/kg/day or 150 times the maximum recommended human antihypertensive dose, did not indicate a carcinogenic potential of atenolol."	0
CYMBALTA should be prescribed with care in patients with a history of a seizure disorder.	0
"The biochemical activity of the drug metabolizing isozyme cytochrome P450 2D6 (debrisoquin hydroxylase) is reduced in a subset of the caucasian population (about 7% to 10% of Caucasians are so called ""poor metabolizers""); reliable estimates of the prevalence of reduced P450 2D6 isozyme activity among Asian, African, and other populations are not yet available."	0
"If serotonin syndrome occurs, discontinue VYVANSE and the CYP2D6 inhibitor."	0
"Both free and clot-bound thrombin, and thrombin-induced platelet aggregation are inhibited by the active moieties."	0
Placebo (Mean Percent Change from Baseline After 6Weeks) DOSAGE N TOTAL-C LDL-C HDL-C LDL-C/HDL-C TOTAL-C/ HDL-C TG.	0
Amiodarone is an antiarrhythmic agent with negative chronotropic properties that may be additive to those seen with beta blockers.	0
Aseptic technique should be used throughout the peritoneal dialysis procedure.	0
"Discontinue Tasigna if, following dose-reduction to 400 mg once daily, QTcF returns to greater than 480 msec.5."	0
Higher clozapine plasma concentrations are likely in patients with significant renal or hepatic impairment when given usual doses.	0
Table 4: Dosea in Milliliters Table 4: Dosea in Milliliters Volume to be Given in mLb 2 3 4 5 6 8 10 12 14 16 18 20 30 Table 4: Dosea in Milliliters Weight in kg 2 0.08b 0.12b 0.16b 0.2 0.2 0.3 0.4 0.5 0.6 0.6 0.7 0.8 1.2 3 0.12b 0.18b 0.2 0.3 0.4 0.5 0.6 0.7 0.8 1.0 1.1 1.2 1.8 4 0.16b 0.2 0.3 0.4 0.5 0.6 0.8 1.0 1.1 1.3 1.4 1.6 2.4 5 0.2 0.3 0.4 0.5 0.6 0.8 1.0 1.2 1.4 1.6 1.8 2.0 3.0 6 0.2 0.4 0.5 0.6 0.7 1.0 1.2 1.4 1.7 1.9 2.2 2.4 3.6 7 0.3 0.4 0.6 0.7 0.8 1.1 1.4 1.7 2.0 2.2 2.5 2.8 4.2 8 0.3 0.5 0.6 0.8 1.0 1.3 1.6 1.9 2.2 2.6 2.9 3.2 4.8 9 0.4 0.5 0.7 0.9 1.1 1.4 1.8 2.2 2.5 2.9 3.2 3.6 5.4 10 0.4 0.6 0.8 1.0 1.2 1.6 2.0 2.4 2.8 3.2 3.6 4.0 6.0 11 0.4 0.7 0.9 1.1 1.3 1.8 2.2 2.6 3.1 3.5 4.0 4.4 6.6 12 0.5 0.7 1.0 1.2 1.4 1.9 2.4 2.9 3.4 3.8 4.3 4.8 7.2 13 0.5 0.8 1.0 1.3 1.6 2.1 2.6 3.1 3.6 4.2 4.7 5.2 7.8 14 0.6 0.8 1.1 1.4 1.7 2.2 2.8 3.4 3.9 4.5 5.0 5.6 8.4 15 0.6 0.9 1.2 1.5 1.8 2.4 3.0 3.6 4.2 4.8 5.4 6.0 9.0 20 0.8 1.2 1.6 2.0 2.4 3.2 4.0 4.8 5.6 6.4 7.2 8.0 12.0 30 1.2 1.8 2.4 3.0 3.6 4.8 6.0 7.2 8.4 9.6 10.8 12.0 18.0 40 1.6 2.4 3.2 4.0 4.8 6.4 8.0 9.6 11.2 12.8 14.4 16.0 24.0 50 2.0 3.0 4.0 5.0 6.0 8.0 10.0 12.0 14.0 16.0 18 20.0 30.0 60 2.4 3.6 4.8 6.0 7.2 9.6 12.0 14.4 16.8 19.2 21.6 24.0 36.0 70 2.8 4.2 5.6 7.0 8.4 11.2 14.0 16.8 19.6 22.4 25.2 28.0 42.0 80 3.2 4.8 6.4 8.0 9.6 12.8 16.0 19.2 22.4 25.6 28.8 32.0 48.0 90 3.6 5.4 7.2 9.0 10.8 14.4 18.0 21.6 25.2 28.8 32.4 36.0 54.0 100 4.0 6.0 8.0 10.0 12.0 16.0 20.0 24.0 28.0 32.0 36.0 40.0 60.0 a Recommended dosing regimen for pediatric patients under 10 years of age is twice daily.	0
